Vuln_ID,Brand,ProdType,Category,Price USD,YDif,Protocols,TCPIP,GATT,RF,MTP,DSP,RS232,CCX,APDU,DataStorage,PersonalInfo,Location,Auth-Encryption,CommCap,LTE,DSL,HSPA,GSM,Cellular,BLE,Bluetooth,ISM,LPN,Z-Wave,Lutron,Kidde,NFC,ZigBee,USB,MicroSD,SD Card,e-SATA,CF Card,Smart Card,Serial,UART,Coaxial,Console,Fiber,WiFi,Ethernet,CD/DVD,RFID,Infrared,CVSS,CVSS1,CVSS2,CVSS3,CVSS4,CVSS5
CVE-2019-11322,Motorola,WiFi Router,Telecomm,46,2,TCPIP,TCPIP,,,,,,,,Local,No,No,None,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2019-11334,Tzumi Electronics,Smart Lock,Smart Home,32,1,GATT,,GATT,,,,,,,Remote,No,No,Unknown,Bluetooth,,,,,,,Bluetooth,,,,,,,,,,,,,,,,,,Fiber,,,,,,3.7,1,1,1,1,1
CVE-2019-11336,Sony,Smart TV,Smart Home,1288,4,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,Yes,None,"WiFi, Ethernet, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.1,3,4,3,3,3
CVE-2019-11399,TRENDnet,WiFi Router,Telecomm,37,6,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2019-11400,TRENDnet,WiFi Router,Telecomm,37,6,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2019-11414,Intelbras,WiFi Router,Telecomm,16,1,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2019-11415,Intelbras,WiFi Router,Telecomm,16,1,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,7.5,2,4,3,2,3
CVE-2019-11416,Intelbras,WiFi Router,Telecomm,16,1,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2019-11417,TRENDnet,Smart Camera,Smart Home,20,8,TCPIP,TCPIP,,,,,,,,Remote,No,No,Symmetric,"WiFi, Ethernet",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2019-11418,TRENDnet,WiFi Router,Telecomm,37,6,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2019-11877,PIX-Link,WiFi Repeater,Telecomm,24,2,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,6.1,2,2,2,2,2
CVE-2019-11878,XiongMai Besder,Smart Camera,Smart Home,35,0,TCPIP,TCPIP,,,,,,,,Local,No,No,None,Ethernet,,,,,,,,,,,,,,,,,,,,,,,,,Fiber,,Ethernet,,,,6.5,2,3,2,2,2
CVE-2019-11889,Sony,Smart TV,Smart Home,926,1,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,Yes,None,"WiFi, Ethernet, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,7.5,2,4,3,2,3
CVE-2019-11890,Sony,Smart TV,Smart Home,926,1,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,Yes,None,"WiFi, Ethernet, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,7.5,2,4,3,2,3
CVE-2019-11891,Bosch,Smart Home Controller,Smart Home,62,3,"TCPIP, RF, MTP",TCPIP,,RF,MTP,,,,,Local,Yes,No,None,"Ethernet, ISM, USB",,,,,,,,ISM,,,,,,,USB,,,,,,,,,,Fiber,,Ethernet,,,,8,3,4,3,3,3
CVE-2019-11892,Bosch,Smart Home Controller,Smart Home,62,3,"TCPIP, RF, MTP",TCPIP,,RF,MTP,,,,,Local,Yes,No,None,"Ethernet, ISM, USB",,,,,,,,ISM,,,,,,,USB,,,,,,,,,,Fiber,,Ethernet,,,,8,3,4,3,3,3
CVE-2019-11893,Bosch,Smart Home Controller,Smart Home,62,3,"TCPIP, RF, MTP",TCPIP,,RF,MTP,,,,,Local,Yes,No,None,"Ethernet, ISM, USB",,,,,,,,ISM,,,,,,,USB,,,,,,,,,,Fiber,,Ethernet,,,,8,3,4,3,3,3
CVE-2019-11894,Bosch,Smart Home Controller,Smart Home,62,3,"TCPIP, RF, MTP",TCPIP,,RF,MTP,,,,,Local,Yes,No,None,"Ethernet, ISM, USB",,,,,,,,ISM,,,,,,,USB,,,,,,,,,,Fiber,,Ethernet,,,,5.7,2,2,2,1,2
CVE-2019-11895,Bosch,Smart Home Controller,Smart Home,62,3,"TCPIP, RF, MTP",TCPIP,,RF,MTP,,,,,Local,Yes,No,None,"Ethernet, ISM, USB",,,,,,,,ISM,,,,,,,USB,,,,,,,,,,Fiber,,Ethernet,,,,5.3,1,1,1,1,2
CVE-2019-11896,Bosch,Smart Home Controller,Smart Home,62,3,"TCPIP, RF, MTP",TCPIP,,RF,MTP,,,,,Local,Yes,No,None,"Ethernet, ISM, USB",,,,,,,,ISM,,,,,,,USB,,,,,,,,,,Fiber,,Ethernet,,,,7.1,2,3,2,2,3
CVE-2019-12195,TP-Link,WiFi Router,Telecomm,22,2,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,4.8,1,1,1,1,2
CVE-2019-12288,VStarCam,Smart Camera,Smart Home,74,4,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,Yes,No,None,"WiFi, Ethernet, MicroSD",,,,,,,,,,,,,,,,MicroSD,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2019-12289,VStarCam,Smart Camera,Smart Home,74,4,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,Yes,No,None,"WiFi, Ethernet, MicroSD",,,,,,,,,,,,,,,,MicroSD,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2019-12325,Htek ,VoIP Phone,Smart Home,63,1,TCPIP,TCPIP,,,,,,,,Remote,No,No,Symmetric,Ethernet,,,,,,,,,,,,,,,,,,,,,,,,,Fiber,,Ethernet,,,,8.8,3,4,4,3,3
CVE-2019-12326,Akuvox,VoIP Phone,Smart Home,48,5,TCPIP,TCPIP,,,,,,,,Remote,No,No,Symmetric,Ethernet,,,,,,,,,,,,,,,,,,,,,,,,,Fiber,,Ethernet,,,,9.8,3,4,4,4,3
CVE-2019-12327,Akuvox,VoIP Phone,Smart Home,48,5,TCPIP,TCPIP,,,,,,,,Remote,No,No,Symmetric,Ethernet,,,,,,,,,,,,,,,,,,,,,,,,,Fiber,,Ethernet,,,,9.8,3,4,4,4,3
CVE-2019-12328,Atcom,VoIP Phone,Smart Home,62,4,TCPIP,TCPIP,,,,,,,,Remote,No,No,Symmetric,"WiFi, Ethernet",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2019-12500,Xiaomi ,Smart Scooter,Other,619,2,GATT,,GATT,,,,,,,Remote,No,No,None,Bluetooth,,,,,,,Bluetooth,,,,,,,,,,,,,,,,,,Fiber,,,,,,6.5,2,3,2,2,2
CVE-2019-12502,MOBOTIX,Smart Camera,Smart Home,231,1,"TCPIP, MTP",TCPIP,,,MTP,,,,,Remote,No,No,Symmetric,"Ethernet, MicroSD, USB",,,,,,,,,,,,,,,USB,MicroSD,,,,,,,,,Fiber,,Ethernet,,,,8.8,3,4,4,3,3
CVE-2019-12504,Inateck,Wireless Presenter,Smart Home,36,0,RF,,,RF,,,,,,Remote,No,No,None,ISM,,,,,,,,ISM,,,,,,,,,,,,,,,,,Fiber,,,,,,8.8,3,4,4,3,3
CVE-2019-12505,Inateck,Wireless Presenter ,Smart Home,16,2,RF,,,RF,,,,,,Remote,No,No,None,ISM,,,,,,,,ISM,,,,,,,,,,,,,,,,,Fiber,,,,,,8.8,3,4,4,3,3
CVE-2019-12506,Logitex,Wireless Presenter,Smart Home,86,0,RF,,,RF,,,,,,Remote,No,No,None,ISM,,,,,,,,ISM,,,,,,,,,,,,,,,,,Fiber,,,,,,8.8,3,4,4,3,3
CVE-2019-12510,NETGEAR,WiFi Router,Telecomm,322,3,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.1,3,4,4,4,3
CVE-2019-12511,NETGEAR,WiFi Router,Telecomm,322,3,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2019-12512,NETGEAR,WiFi Router,Telecomm,322,3,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,6.1,2,2,2,2,2
CVE-2019-12513,NETGEAR,WiFi Router,Telecomm,322,3,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,6.1,2,2,2,2,2
CVE-2019-12581,Zyxel,Unified Access Gateway,Telecomm,1034,5,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,6.1,2,2,2,2,2
CVE-2019-12583,Zyxel,Unified Access Gateway,Telecomm,1034,5,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.1,3,4,4,4,3
CVE-2019-12727,Ubiquiti,Smart Camera,Smart Home,53,8,TCPIP,TCPIP,,,,,,,,Remote,No,No,None,Ethernet,,,,,,,,,,,,,,,,,,,,,,,,,Fiber,,Ethernet,,,,7.5,2,4,3,2,3
CVE-2019-12780,Belkin,Smart Crock-Pot,Smart Home,449,5,TCPIP,TCPIP,,,,,,,,Remote,No,No,None,WiFi,,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,,,,,9.8,3,4,4,4,3
CVE-2019-12919,Shenzhen,Smart Camera,Smart Home,32,1,"TCPIP, MTP",TCPIP,,,MTP,,,,,Remote,No,No,None,"WiFi, USB, MicroSD",,,,,,,,,,,,,,,USB,MicroSD,,,,,,,,,Fiber,WiFi,,,,,5.5,1,2,2,1,2
CVE-2019-12920,Shenzhen,Smart Camera,Smart Home,32,1,"TCPIP, MTP",TCPIP,,,MTP,,,,,Remote,No,No,None,"WiFi, USB, MicroSD",,,,,,,,,,,,,,,USB,MicroSD,,,,,,,,,Fiber,WiFi,,,,,9.8,3,4,4,4,3
CVE-2019-12944,Glue,Smart Lock,Smart Home,316,2,"TCPIP, GATT",TCPIP,GATT,,,,,,,Remote,No,No,Symmetric,"WiFi, Bluetooth",,,,,,,Bluetooth,,,,,,,,,,,,,,,,,,Fiber,WiFi,,,,,7.5,2,4,3,2,3
CVE-2019-13336,Dbell,Smart Doorbell,Smart Home,100,3,TCPIP,TCPIP,,,,,,,,Remote,No,No,Symmetric,"WiFi, Ethernet",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2019-13560,D-Link,WiFi Router,Telecomm,99,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2019-13561,D-Link,WiFi Router,Telecomm,99,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2019-13562,D-Link,WiFi Router,Telecomm,99,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,6.1,2,2,2,2,2
CVE-2019-13563,D-Link,WiFi Router,Telecomm,99,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2019-13953,YI,Smart Camera,Smart Home,409,3,"TCPIP, GATT, MTP",TCPIP,GATT,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Bluetooth, USB",,,,,,,Bluetooth,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,,,,,8.8,3,4,4,3,3
CVE-2019-15304,Lierda,Temperature Monitor,Smart Home,20,1,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,None,"WiFi, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,,,,,9.1,3,4,4,4,3
CVE-2019-15530,D-Link,WiFi Router,Telecomm,148,0,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2019-15655,D-Link,WiFi Router,Telecomm,85,5,"TCPIP, DSP",TCPIP,,,,DSP,,,,Local,No,No,Symmetric,"WiFi, Ethernet, DSL",,DSL,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,7.5,2,4,3,2,3
CVE-2019-15656,D-Link,WiFi Router,Telecomm,85,5,"TCPIP, DSP",TCPIP,,,,DSP,,,,Local,No,No,Symmetric,"WiFi, Ethernet, DSL",,DSL,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,7.5,2,4,3,2,3
CVE-2019-15805,ARRIS,WiFi Router,Telecomm,46,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2019-15806,ARRIS,WiFi Router,Telecomm,46,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2019-15815,Zyxel,WiFi Router,Telecomm,24,1,"TCPIP, DSP",TCPIP,,,,DSP,,,,Local,No,No,Symmetric,"WiFi, Ethernet, DSL, Phone",,DSL,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,6.5,2,3,2,2,2
CVE-2019-15910,Asus,Smart Bridge,Smart Home,252,3,"TCPIP, GATT, RF, MTP",TCPIP,GATT,RF,MTP,,,,,Remote,No,No,None,"WiFi, Bluetooth, ZigBee, USB",,,,,,,Bluetooth,,,,,,,ZigBee,USB,,,,,,,,,,Fiber,WiFi,,,,,7.5,2,4,3,2,3
CVE-2019-15911,Asus,Smart Bridge,Smart Home,252,3,"TCPIP, GATT, RF, MTP",TCPIP,GATT,RF,MTP,,,,,Remote,No,No,None,"WiFi, Bluetooth, ZigBee, USB",,,,,,,Bluetooth,,,,,,,ZigBee,USB,,,,,,,,,,Fiber,WiFi,,,,,9.8,3,4,4,4,3
CVE-2019-15912,Asus,Smart Bridge,Smart Home,252,3,"TCPIP, GATT, RF, MTP",TCPIP,GATT,RF,MTP,,,,,Remote,No,No,None,"WiFi, Bluetooth, ZigBee, USB",,,,,,,Bluetooth,,,,,,,ZigBee,USB,,,,,,,,,,Fiber,WiFi,,,,,7.5,2,4,3,2,3
CVE-2019-15913,Xiaomi ,Smart Bridge,Smart Home,28,5,"TCPIP, RF",TCPIP,,RF,,,,,,Remote,No,No,None,"WiFi, ZigBee",,,,,,,,,,,,,,ZigBee,,,,,,,,,,,Fiber,WiFi,,,,,9.8,3,4,4,4,3
CVE-2019-15914,Xiaomi ,Smart Bridge,Smart Home,28,5,"TCPIP, RF",TCPIP,,RF,,,,,,Remote,No,No,None,"WiFi, ZigBee",,,,,,,,,,,,,,ZigBee,,,,,,,,,,,Fiber,WiFi,,,,,7.5,2,4,3,2,3
CVE-2019-15915,Xiaomi ,Smart Bridge,Smart Home,28,5,"TCPIP, RF",TCPIP,,RF,,,,,,Remote,No,No,None,"WiFi, ZigBee",,,,,,,,,,,,,,ZigBee,,,,,,,,,,,Fiber,WiFi,,,,,7.5,2,4,3,2,3
CVE-2019-16213,Tenda,WiFi Extender,Telecomm,53,2,TCPIP,TCPIP,,,,,,,,Local,No,Yes,None,"WiFi, Ethernet",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2019-16326,D-Link,WiFi Router,Telecomm,40,8,"TCPIP, PPTP",TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2019-16327,D-Link,WiFi Router,Telecomm,40,8,"TCPIP, PPTP",TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2019-16340,Linksys,WiFi System,Telecomm,199,2,"TCPIP, GATT",TCPIP,GATT,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, Bluetooth",,,,,,,Bluetooth,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2019-16518,Vandy Vape,Vape,Other,50,1,GATT,,GATT,,,,,,,Remote,No,No,None,Bluetooth,,,,,,,Bluetooth,,,,,,,,,,,,,,,,,,Fiber,,,,,,4.3,1,1,1,1,2
CVE-2019-16533,Draytek,WiFi Router,Telecomm,386,1,"TCPIP, DSP, MTP",TCPIP,,,MTP,DSP,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, Phone",,DSL,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,6.1,2,2,2,2,2
CVE-2019-16534,Draytek,WiFi Router,Telecomm,386,1,"TCPIP, DSP, MTP",TCPIP,,,MTP,DSP,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, Phone",,DSL,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,6.1,2,2,2,2,2
CVE-2019-16893,TP-Link,Switch,Telecomm,25,2,TCPIP,TCPIP,,,,,,,,Local,No,No,None,Ethernet,,,,,,,,,,,,,,,,,,,,,,,,,Fiber,,Ethernet,,,,7.5,2,4,3,2,3
CVE-2019-16920,D-Link,WiFi Router,Telecomm,99,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2019-17098,August,Smart Bridge,Smart Home,80,4,TCPIP,TCPIP,,,,,,,,Remote,No,No,Unknown,WiFi,,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,,,,,6.5,2,3,2,2,2
CVE-2019-17101,Netatmo,Smart Camera,Smart Home,311,1,"TCPIP, MTP",TCPIP,,,MTP,,,,,Remote,No,No,None,"WiFi, Ethernet, USB, MicroSD",,,,,,,,,,,,,,,USB,MicroSD,,,,,,,,,Fiber,WiFi,Ethernet,,,,6.7,2,3,2,2,2
CVE-2019-17353,D-Link,WiFi Router,Telecomm,21,2,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.2,3,4,3,3,3
CVE-2019-17372,NETGEAR,WiFi Router,Telecomm,87,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.1,3,4,3,3,3
CVE-2019-17373,NETGEAR,WiFi Router,Telecomm,118,7,"TCPIP, DSP",TCPIP,,,,DSP,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, LTE",LTE,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2019-17505,D-Link,WiFi Extender,Telecomm,20,2,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,WiFi,,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,,,,,7.5,2,4,3,2,3
CVE-2019-17506,D-Link,WiFi Router,Telecomm,93,6,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2019-17507,D-Link,WiFi Router,Telecomm,93,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,7.5,2,4,3,2,3
CVE-2019-17508,D-Link,WiFi Router,Telecomm,139,5,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2019-17509,D-Link,WiFi Router,Telecomm,66,0,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2019-17510,D-Link,WiFi Router,Telecomm,66,0,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2019-17511,D-Link,WiFi Router,Telecomm,57,1,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,7.5,2,4,3,2,3
CVE-2019-17512,D-Link,WiFi Router,Telecomm,57,1,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.1,3,4,4,4,3
CVE-2019-17525,D-Link,WiFi Router,Telecomm,21,2,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2019-17532,Belkin,Power Switch,Smart Home,32,4,TCPIP,TCPIP,,,,,,,,Remote,No,No,None,WiFi,,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,,,,,7.5,2,4,3,2,3
CVE-2019-17627,Yale,Smart Lock,Smart Home,699,2,GATT,,GATT,,,,,,,Remote,No,No,None,Bluetooth,,,,,,,Bluetooth,,,,,,,,,,,,,,,,,,Fiber,,,,,,6.5,2,3,2,2,2
CVE-2019-17663,D-Link,WiFi Router,Telecomm,75,5,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,6.1,2,2,2,2,2
CVE-2019-18199,Fujitsu,WiFi Keyboard,Other,197,5,RF,,,RF,,,,,,Remote,No,No,None,ISM,,,,,,,,ISM,,,,,,,,,,,,,,,,,Fiber,,,,,,6.6,2,3,2,2,2
CVE-2019-18200,Fujitsu,WiFi Keyboard,Other,197,5,RF,,,RF,,,,,,Remote,No,No,None,ISM,,,,,,,,ISM,,,,,,,,,,,,,,,,,Fiber,,,,,,9.8,3,4,4,4,3
CVE-2019-18201,Fujitsu,WiFi Keyboard,Other,197,5,RF,,,RF,,,,,,Remote,No,No,None,ISM,,,,,,,,ISM,,,,,,,,,,,,,,,,,Fiber,,,,,,7.5,2,4,3,2,3
CVE-2019-18228,Honeywell,Smart Camera,Smart Home,184,0,"TCPIP, MTP",TCPIP,,,MTP,,,,,Remote,No,No,Symmetric,"Ethernet, MicroSD",,,,,,,,,,,,,,,,MicroSD,,,,,,,,,Fiber,,Ethernet,,,,7.5,2,4,3,2,3
CVE-2019-18230,Honeywell,Smart Camera,Smart Home,184,0,"TCPIP, MTP",TCPIP,,,MTP,,,,,Remote,No,No,Symmetric,"Ethernet, MicroSD",,,,,,,,,,,,,,,,MicroSD,,,,,,,,,Fiber,,Ethernet,,,,7.5,2,4,3,2,3
CVE-2019-18241,Philips,Hub Bridge,Medical,450,3,TCPIP,TCPIP,,,,,,,,Local,No,No,None,Ethernet,,,,,,,,,,,,,,,,,,,,,,,,,Fiber,,Ethernet,,,,6.5,2,3,2,2,2
CVE-2019-18263,Philips,Surgical Imaging System,Medical,55000,3,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,WiFi,,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,,,,,6.5,2,3,2,2,2
CVE-2019-18370,Xiaomi ,WiFi Router,Telecomm,49,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Remote,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2019-18371,Xiaomi ,WiFi Router,Telecomm,49,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Remote,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,7.5,2,4,3,2,3
